start_id,relation_id,end_id
1204,0,1205
1204,0,1206
1204,1,3916
1204,1,3673
1204,1,714
1204,1,6023
1204,1,3603
1204,1,3974
1204,1,3820
1204,1,3590
1204,1,3865
1204,1,4485
1204,2,3439
1204,2,3440
1204,2,3441
1204,15,5846
1204,15,3613
1204,15,4155
1204,19,3592
1204,20,5804
1204,23,3813
1204,23,2941
1204,23,5897
1204,23,1217
1204,34,1722
1204,35,3585
1204,35,714
1204,35,3813
1204,35,4146
1204,35,4497
1204,35,4676
1204,35,1879
1204,35,4716
1204,35,6027
1204,35,4869
1204,35,4700
1204,35,2941
1204,35,4745
1204,35,3666
1204,35,5945
1204,35,4751
1204,35,5005
1204,35,4091
1204,35,4026
1204,35,776
1204,35,2581
1204,35,326
1204,35,327
1204,35,5600
1204,35,328
1204,38,1204
1204,39,1205
1204,39,3771
1204,39,2657
1204,39,4752
1204,39,5951
1204,39,4715
1204,39,6201
1204,39,4756
1204,39,4716
1204,39,5952
1204,39,4869
1204,39,5953
1204,39,5016
1204,39,5954
1204,39,3265
1204,39,5955
1204,39,2225
1204,39,2982
1204,39,5956
1204,39,5957
1204,39,1861
1204,39,1932
1204,39,2718
1204,39,5958
1204,39,1831
3812,1,1204
3874,1,1204
3585,1,1204
3880,1,1204
3939,1,1204
3673,1,1204
3680,1,1204
4042,1,1204
4099,1,1204
784,1,1204
4145,1,1204
3764,1,1204
4195,1,1204
3629,1,1204
4334,1,1204
3957,1,1204
4460,1,1204
4461,1,1204
4470,1,1204
4471,1,1204
4497,1,1204
4227,1,1204
5070,1,1204
4594,1,1204
4612,1,1204
4629,1,1204
4639,1,1204
4147,1,1204
4699,1,1204
4700,1,1204
4748,1,1204
4772,1,1204
3635,1,1204
5278,1,1204
4966,1,1204
4977,1,1204
5005,1,1204
5103,1,1204
1246,1,1204
5366,1,1204
5706,1,1204
527,1,1204
612,1,1204
5837,1,1204
4034,1,1204
4193,1,1204
3599,1,1204
5904,1,1204
695,1,1204
4926,1,1204
5937,1,1204
6001,1,1204
6008,1,1204
6022,1,1204
6024,1,1204
6025,1,1204
6026,1,1204
6030,1,1204
6031,1,1204
6033,1,1204
6035,1,1204
6077,1,1204
6137,1,1204
6140,1,1204
6141,1,1204
6170,1,1204
6251,1,1204
6269,1,1204
34,1,1204
122,1,1204
133,1,1204
137,1,1204
140,1,1204
3915,1,1204
217,1,1204
324,1,1204
325,1,1204
3270,1,1204
4096,1,1204
524,1,1204
525,1,1204
2905,7,1204
5727,7,1204
6282,7,1204
1114,7,1204
2583,7,1204
5136,7,1204
1734,7,1204
4114,7,1204
4115,7,1204
4116,7,1204
4117,7,1204
4118,7,1204
1838,14,1204
898,23,1204
4699,23,1204
5758,23,1204
4863,23,1204
6258,23,1204
526,23,1204
689,23,1204
3819,23,1204
4237,23,1204
5894,23,1204
52,23,1204
2056,35,1204
4361,35,1204
3585,35,1204
4707,35,1204
2298,35,1204
5180,35,1204
5729,35,1204
3680,35,1204
5794,35,1204
4673,35,1204
6285,35,1204
351,35,1204
4087,35,1204
318,35,1204
1086,35,1204
1423,35,1204
3465,35,1204
1425,35,1204
1489,35,1204
1505,35,1204
5814,35,1204
3702,35,1204
6302,35,1204
1716,35,1204
4204,35,1204
5049,35,1204
3778,35,1204
2243,35,1204
4157,35,1204
4173,35,1204
2799,35,1204
3566,35,1204
3568,35,1204
3088,35,1204
4300,35,1204
4432,35,1204
3703,35,1204
3755,35,1204
5707,35,1204
5149,35,1204
707,35,1204
1967,35,1204
4984,35,1204
5919,35,1204
5589,35,1204
5590,35,1204
6079,35,1204
6128,35,1204
80,35,1204
1917,35,1204
4336,35,1204
1251,35,1204
1918,35,1204
1292,35,1204
1922,35,1204
170,35,1204
547,35,1204
256,35,1204
2739,35,1204
2545,35,1204
2909,35,1204
3467,35,1204
4715,35,1204
3377,35,1204
779,35,1204
6027,35,1204
4719,35,1204
4653,35,1204
4847,35,1204
1634,35,1204
165,35,1204
5731,35,1204
291,35,1204
4818,35,1204
1988,35,1204
663,35,1204
668,35,1204
2057,35,1204
678,35,1204
1175,35,1204
1265,35,1204
2151,35,1204
5636,35,1204
2346,35,1204
1781,35,1204
5336,35,1204
2339,35,1204
5654,35,1204
1082,35,1204
2660,35,1204
2661,35,1204
212,35,1204
2868,35,1204
3296,35,1204
5861,35,1204
3337,35,1204
5939,35,1204
3933,35,1204
3941,35,1204
4786,35,1204
688,35,1204
1275,35,1204
1348,35,1204
3975,35,1204
2058,35,1204
2451,35,1204
6045,35,1204
3513,35,1204
3514,35,1204
1163,35,1204
6324,35,1204
3870,35,1204
2548,35,1204
504,35,1204
4091,35,1204
3431,35,1204
4946,35,1204
854,35,1204
1070,35,1204
5854,35,1204
792,35,1204
1529,35,1204
4355,35,1204
197,35,1204
1925,35,1204
2994,35,1204
3540,35,1204
5787,35,1204
3315,35,1204
4678,35,1204
4710,35,1204
5508,35,1204
4659,35,1204
6087,35,1204
3274,35,1204
3323,35,1204
3358,35,1204
3790,35,1204
3952,35,1204
1291,35,1204
3953,35,1204
4550,35,1204
4007,35,1204
4137,35,1204
2714,35,1204
4552,35,1204
5162,35,1204
284,35,1204
5686,35,1204
3014,35,1204
5602,35,1204
5603,35,1204
5604,35,1204
5605,35,1204
5606,35,1204
1838,35,1204
1841,35,1204
5607,35,1204
5612,35,1204
5613,35,1204
5617,35,1204
5932,35,1204
6016,35,1204
6075,35,1204
1311,35,1204
833,35,1204
321,35,1204
4410,35,1204
772,35,1204
6248,35,1204
1987,35,1204
851,35,1204
3578,35,1204
5979,35,1204
4427,35,1204
267,35,1204
6102,35,1204
5886,35,1204
5887,35,1204
5888,35,1204
6234,35,1204
6249,35,1204
5869,35,1204
2358,35,1204
189,35,1204
205,35,1204
2430,35,1204
812,35,1204
2778,35,1204
2794,35,1204
2768,35,1204
4467,35,1204
245,35,1204
5825,35,1204
1486,35,1204
5829,35,1204
1404,35,1204
4381,35,1204
345,35,1204
383,35,1204
384,35,1204
477,35,1204
1671,36,1204
1857,23,3691
1857,35,3011
1857,35,5074
1857,35,3708
1857,35,1407
1857,35,5161
1857,35,5960
1857,35,1652
1857,35,5656
1857,35,5676
1857,35,3466
1857,35,1408
1857,38,1857
1856,7,1857
5868,7,1857
3063,7,1857
3645,7,1857
2983,7,1857
5310,7,1857
5817,7,1857
1852,7,1857
5818,7,1857
5819,7,1857
5820,7,1857
5821,7,1857
5460,12,1857
1943,12,1857
4160,14,1857
4161,14,1857
4162,14,1857
4163,14,1857
4164,14,1857
4165,14,1857
4168,14,1857
2708,17,1857
2708,19,1857
2008,19,1857
2014,19,1857
2622,19,1857
2014,21,1857
2688,21,1857
2158,21,1857
1061,35,1857
3425,35,1857
3272,35,1857
3725,35,1857
3866,35,1857
5044,35,1857
2697,35,1857
1320,35,1857
4618,35,1857
4975,35,1857
3994,35,1857
5175,35,1857
5633,35,1857
5983,35,1857
3409,35,1857
2614,35,1857
847,35,1857
848,35,1857
4262,35,1857
4647,35,1857
5077,35,1857
5115,35,1857
5930,35,1857
5074,35,1857
5075,35,1857
2564,35,1857
1901,35,1857
2701,35,1857
2379,35,1857
676,35,1857
2470,35,1857
5858,35,1857
4783,35,1857
4852,35,1857
4158,35,1857
5766,35,1857
5968,35,1857
1476,35,1857
5185,35,1857
4992,35,1857
4993,35,1857
1272,35,1857
5113,35,1857
1549,35,1857
1664,35,1857
5339,35,1857
419,35,1857
5111,35,1857
5960,35,1857
1649,35,1857
5632,35,1857
5634,35,1857
3326,35,1857
3331,35,1857
3332,35,1857
3333,35,1857
4135,35,1857
778,35,1857
5158,35,1857
865,35,1857
4456,35,1857
2665,35,1857
3329,35,1857
5083,35,1857
2747,35,1857
6004,35,1857
1695,35,1857
1696,35,1857
2316,35,1857
1526,35,1857
3875,35,1857
2584,35,1857
3948,35,1857
5810,35,1857
1823,35,1857
1191,35,1857
1298,35,1857
6316,35,1857
4931,35,1857
5511,35,1857
5510,35,1857
5655,35,1857
1282,35,1857
201,35,1857
1326,35,1857
257,35,1857
3516,35,1857
258,35,1857
3520,35,1857
259,35,1857
2594,35,1857
1409,35,1857
4160,35,1857
3529,35,1857
4161,35,1857
4162,35,1857
4164,35,1857
3532,35,1857
4165,35,1857
1410,35,1857
4168,35,1857
5538,35,1857
4534,35,1857
4540,35,1857
1956,35,1857
1742,35,1857
730,35,1857
2183,35,1857
790,35,1857
1508,35,1857
2129,35,1857
1825,35,1857
2094,35,1857
1534,35,1857
4050,35,1857
2530,35,1857
2957,35,1857
5836,35,1857
1782,35,1857
650,35,1857
5462,35,1857
2642,35,1857
3943,35,1857
1851,35,1857
4476,35,1857
4477,35,1857
209,35,1857
4802,35,1857
1347,35,1857
1468,35,1857
1649,38,1857
5810,38,1857
4534,38,1857
4545,38,1857
3504,38,1857
177,0,178
177,0,179
177,0,3486
177,0,180
177,0,4532
177,0,181
177,0,4154
177,0,3487
177,0,182
177,0,183
177,1,3588
177,1,3689
177,1,5690
177,1,4288
177,1,4712
177,1,5691
177,1,153
177,1,5692
177,1,5693
177,1,5694
177,1,3622
177,1,5415
177,1,3623
177,2,2412
177,2,2413
177,2,760
177,2,2414
177,2,2415
177,2,2416
177,2,2417
177,2,2418
177,2,280
177,2,2419
177,2,2421
177,2,2422
177,2,2423
177,2,2424
177,2,3767
177,2,5969
177,2,2425
177,2,2426
177,2,2427
177,2,2428
177,2,2429
177,2,2431
177,2,2432
177,2,287
177,2,1752
177,2,2274
177,2,1748
177,2,2433
177,2,2434
177,2,2435
177,2,2436
177,2,2437
177,2,2438
177,2,2439
177,2,2440
177,2,2441
177,2,2442
177,4,4366
177,4,2809
177,4,4785
177,4,2674
177,4,1511
177,4,2602
177,4,6133
177,4,1801
177,4,1944
177,4,4921
177,4,4369
177,4,2899
177,5,5168
177,5,5700
177,6,4906
177,9,3170
177,15,5326
177,15,4625
177,15,5695
177,20,3463
177,20,3559
177,20,5577
177,20,5578
177,20,4186
177,20,5579
177,20,2329
177,20,3560
177,20,5580
177,20,5494
177,20,5581
177,20,5582
177,20,5583
177,20,5584
177,20,5585
177,20,5586
177,20,1861
177,20,5587
177,20,5970
177,20,1427
177,20,3917
177,20,5588
177,23,358
177,23,3301
177,23,3410
177,23,115
177,23,359
177,23,6050
177,23,360
177,23,361
177,23,362
177,23,363
177,23,3878
177,23,364
177,23,365
177,23,5569
177,23,366
177,23,846
177,23,200
177,23,367
177,23,368
177,23,369
177,23,370
177,23,371
177,23,372
177,23,905
177,23,373
177,23,374
177,23,1427
177,23,375
177,23,3753
177,23,376
177,23,377
177,23,378
177,23,379
177,23,380
177,23,381
177,23,382
177,25,4272
177,25,1427
177,25,3753
177,33,4717
177,33,1970
177,33,1422
177,34,2706
177,34,1555
177,34,1556
177,34,1557
177,34,2690
177,34,1558
177,34,1559
177,34,1560
177,34,1561
177,34,6121
177,34,1562
177,34,1563
177,34,1564
177,34,1565
177,34,1566
177,34,1567
177,34,1568
177,34,1429
177,34,1570
177,34,1571
177,34,1572
177,34,1573
177,34,1574
177,34,1575
177,34,1576
177,34,1577
177,34,1890
177,34,1578
177,34,1579
177,34,2968
177,34,1580
177,34,1581
177,34,1582
177,34,1583
177,34,1584
177,34,1060
177,35,3016
177,35,4635
177,35,6065
177,35,1319
177,35,3453
177,35,3456
177,35,914
177,35,1763
177,35,915
177,35,3463
177,35,5749
177,35,3766
177,35,3485
177,35,916
177,35,917
177,35,2148
177,35,918
177,35,2157
177,35,919
177,35,2182
177,35,920
177,35,2553
177,35,3577
177,35,921
177,35,922
177,35,923
177,35,227
177,35,924
177,35,925
177,35,3898
177,35,5912
177,35,926
177,35,592
177,35,927
177,35,3630
177,35,928
177,35,3983
177,35,3659
177,35,4570
177,35,929
177,35,930
177,35,606
177,35,4288
177,35,931
177,35,4318
177,35,6280
177,35,114
177,35,2736
177,35,910
177,35,4591
177,35,932
177,35,3765
177,35,2948
177,35,933
177,35,2979
177,35,3976
177,35,2491
177,35,4267
177,35,5041
177,35,579
177,35,4366
177,35,934
177,35,4944
177,35,935
177,35,4601
177,35,2500
177,35,4602
177,35,2313
177,35,3579
177,35,1399
177,35,2329
177,35,91
177,35,4717
177,35,936
177,35,2791
177,35,4901
177,35,1795
177,35,4784
177,35,3306
177,35,5154
177,35,3737
177,35,5243
177,35,4015
177,35,4390
177,35,3560
177,35,605
177,35,3580
177,35,3581
177,35,1475
177,35,3829
177,35,937
177,35,938
177,35,5458
177,35,4605
177,35,939
177,35,940
177,35,941
177,35,17
177,35,942
177,35,2690
177,35,943
177,35,2027
177,35,6013
177,35,1689
177,35,3047
177,35,944
177,35,5167
177,35,945
177,35,5899
177,35,5168
177,35,946
177,35,947
177,35,4606
177,35,948
177,35,949
177,35,4134
177,35,4537
177,35,5196
177,35,950
177,35,3802
177,35,951
177,35,846
177,35,1263
177,35,4632
177,35,952
177,35,6133
177,35,953
177,35,3803
177,35,4854
177,35,954
177,35,1118
177,35,955
177,35,956
177,35,957
177,35,958
177,35,2861
177,35,1631
177,35,959
177,35,5791
177,35,831
177,35,1847
177,35,960
177,35,961
177,35,2237
177,35,962
177,35,963
177,35,964
177,35,4543
177,35,2272
177,35,3354
177,35,1821
177,35,965
177,35,966
177,35,3942
177,35,2716
177,35,967
177,35,5567
177,35,968
177,35,969
177,35,3355
177,35,970
177,35,971
177,35,972
177,35,1371
177,35,3300
177,35,973
177,35,4642
177,35,974
177,35,2404
177,35,3633
177,35,3833
177,35,975
177,35,179
177,35,1369
177,35,1098
177,35,3962
177,35,976
177,35,3927
177,35,977
177,35,978
177,35,979
177,35,980
177,35,981
177,35,982
177,35,983
177,35,984
177,35,985
177,35,986
177,35,987
177,35,988
177,35,989
177,35,3360
177,35,990
177,35,3008
177,35,853
177,35,991
177,35,5388
177,35,3582
177,35,992
177,35,3397
177,35,1453
177,35,993
177,35,3316
177,35,994
177,35,995
177,35,5876
177,35,4917
177,35,3883
177,35,3407
177,35,4034
177,35,996
177,35,997
177,35,154
177,35,2677
177,35,788
177,35,4968
177,35,4650
177,35,998
177,35,1000
177,35,999
177,35,3815
177,35,5841
177,35,1066
177,35,1002
177,35,808
177,35,870
177,35,1001
177,35,1003
177,35,901
177,35,5415
177,35,1005
177,35,4885
177,35,1004
177,35,3375
177,35,1108
177,35,1006
177,35,1007
177,35,1861
177,35,1954
177,35,4493
177,35,1008
177,35,1009
177,35,1701
177,35,81
177,35,1013
177,35,5998
177,35,1242
177,35,3857
177,35,5874
177,35,6114
177,35,6071
177,35,1333
177,35,1014
177,35,6214
177,35,1010
177,35,1339
177,35,5476
177,35,4369
177,35,6274
177,35,1110
177,35,1012
177,35,1015
177,35,1343
177,35,1016
177,35,3302
177,35,1017
177,35,1422
177,35,1018
177,35,1019
177,35,1020
177,35,1022
177,35,1023
177,35,1021
177,35,6072
177,35,1024
177,35,1025
177,35,1026
177,35,1027
177,35,1029
177,35,1030
177,35,1321
177,35,1028
177,35,1710
177,35,5970
177,35,16
177,35,5210
177,35,5282
177,35,118
177,35,2968
177,35,3679
177,35,145
177,35,3886
177,35,3292
177,35,254
177,35,3429
177,35,1706
177,35,1031
177,35,183
177,35,3710
177,35,3917
177,35,4906
177,35,109
177,35,1033
177,35,314
177,35,1034
177,35,2596
177,35,1032
177,35,293
177,35,1035
177,35,1036
177,38,177
177,39,5517
177,39,5518
177,39,1457
177,39,4717
177,39,3494
177,39,3815
177,39,4921
177,39,5519
177,39,5520
177,39,5521
177,39,5522
177,39,5523
177,39,113
179,0,177
1108,0,177
4862,0,177
1427,1,177
529,1,177
1995,3,177
2658,3,177
2659,3,177
2666,3,177
3155,3,177
2860,3,177
1110,3,177
3221,3,177
1132,7,177
4466,7,177
1625,7,177
3903,7,177
2788,7,177
3496,7,177
4090,7,177
5356,7,177
786,7,177
5362,7,177
5363,7,177
5367,7,177
5368,7,177
5369,7,177
5370,7,177
5371,7,177
5372,7,177
5373,7,177
5374,7,177
1789,7,177
5380,7,177
5381,7,177
5382,7,177
1400,7,177
3339,8,177
3456,9,177
179,9,177
1108,9,177
5352,12,177
5698,12,177
1989,14,177
1990,14,177
4288,15,177
3897,16,177
263,16,177
277,16,177
278,16,177
285,16,177
294,16,177
299,16,177
303,16,177
308,16,177
310,16,177
315,16,177
3592,16,177
1176,16,177
334,16,177
3840,16,177
2965,16,177
558,16,177
2605,16,177
2607,16,177
561,16,177
562,16,177
2648,16,177
2653,16,177
567,16,177
4777,16,177
2741,16,177
566,16,177
2792,16,177
571,16,177
572,16,177
573,16,177
2822,16,177
2825,16,177
2826,16,177
3636,16,177
2991,16,177
651,16,177
4937,16,177
652,16,177
654,16,177
3009,16,177
722,16,177
723,16,177
724,16,177
4792,16,177
4795,16,177
4798,16,177
725,16,177
3023,16,177
731,16,177
734,16,177
735,16,177
736,16,177
5152,16,177
5332,16,177
783,16,177
791,16,177
794,16,177
798,16,177
803,16,177
806,16,177
3125,16,177
807,16,177
3163,16,177
810,16,177
1316,16,177
824,16,177
825,16,177
826,16,177
827,16,177
834,16,177
5675,16,177
868,16,177
878,16,177
884,16,177
888,16,177
892,16,177
893,16,177
894,16,177
895,16,177
1126,16,177
1037,16,177
3749,16,177
1083,16,177
1084,16,177
1085,16,177
1087,16,177
3837,16,177
3839,16,177
1089,16,177
3844,16,177
3845,16,177
3851,16,177
1090,16,177
1091,16,177
1092,16,177
1093,16,177
1094,16,177
1097,16,177
1150,16,177
1155,16,177
1156,16,177
1159,16,177
4873,16,177
3304,16,177
5420,16,177
1186,16,177
1187,16,177
1188,16,177
5448,16,177
1201,16,177
5873,16,177
332,16,177
1287,16,177
3313,16,177
1297,16,177
1361,16,177
1364,16,177
1367,16,177
1309,16,177
1310,16,177
1334,16,177
1387,16,177
1388,16,177
3352,16,177
1401,16,177
1402,16,177
1403,16,177
3500,16,177
887,16,177
1520,16,177
1521,16,177
1107,16,177
1546,16,177
4199,16,177
1601,16,177
1602,16,177
1656,16,177
4958,16,177
1702,16,177
1711,16,177
30,16,177
1730,16,177
1759,16,177
3747,16,177
3748,16,177
1330,16,177
1787,16,177
1790,16,177
1356,16,177
1739,16,177
1820,16,177
1819,16,177
1800,16,177
5988,16,177
1828,16,177
1883,16,177
1844,16,177
1848,16,177
1849,16,177
1850,16,177
1786,16,177
3020,16,177
1926,16,177
1958,16,177
2079,16,177
4679,16,177
2097,16,177
2102,16,177
5118,16,177
110,16,177
111,16,177
2162,16,177
2011,16,177
2012,16,177
2015,16,177
2016,16,177
2017,16,177
2018,16,177
2019,16,177
2020,16,177
2021,16,177
2022,16,177
2023,16,177
2024,16,177
3497,16,177
2034,16,177
2038,16,177
2039,16,177
2080,16,177
2464,16,177
2092,16,177
2126,16,177
2127,16,177
2128,16,177
2130,16,177
2131,16,177
2132,16,177
2133,16,177
2134,16,177
2135,16,177
2136,16,177
2138,16,177
2552,16,177
2150,16,177
1878,16,177
2167,16,177
1962,16,177
2168,16,177
2065,16,177
2174,16,177
2179,16,177
2180,16,177
2195,16,177
2202,16,177
2904,16,177
2226,16,177
2687,16,177
2236,16,177
3572,16,177
2248,16,177
2763,16,177
4025,16,177
2269,16,177
4049,16,177
4215,16,177
4278,16,177
2286,16,177
2290,16,177
4689,16,177
2865,16,177
2292,16,177
4692,16,177
2293,16,177
4880,16,177
2294,16,177
2880,16,177
4775,16,177
2303,16,177
2304,16,177
2306,16,177
3601,16,177
2317,16,177
2318,16,177
2324,16,177
5441,16,177
2325,16,177
2326,16,177
2328,16,177
2330,16,177
2331,16,177
2332,16,177
2333,16,177
2334,16,177
2335,16,177
2336,16,177
2337,16,177
3041,16,177
2351,16,177
3921,16,177
2354,16,177
4609,16,177
136,16,177
2378,16,177
2382,16,177
2384,16,177
2386,16,177
2387,16,177
2388,16,177
2393,16,177
2394,16,177
2396,16,177
653,16,177
2403,16,177
1709,16,177
3562,16,177
2469,16,177
2471,16,177
2170,16,177
1357,16,177
2478,16,177
2480,16,177
2265,16,177
2541,16,177
2561,16,177
2562,16,177
4290,16,177
2580,16,177
2582,16,177
2599,16,177
2514,16,177
2606,16,177
2638,16,177
2647,16,177
2669,16,177
2670,16,177
2675,16,177
2696,16,177
2709,16,177
2710,16,177
2713,16,177
3698,16,177
2728,16,177
2755,16,177
2301,16,177
2808,16,177
2811,16,177
2816,16,177
2817,16,177
2577,16,177
4661,16,177
2877,16,177
2878,16,177
1124,16,177
2921,16,177
2922,16,177
2931,16,177
2932,16,177
4526,16,177
2949,16,177
3004,16,177
3015,16,177
3022,16,177
3026,16,177
3027,16,177
3054,16,177
5971,16,177
3146,16,177
3159,16,177
3218,16,177
281,16,177
3237,16,177
494,16,177
3238,16,177
3273,16,177
3275,16,177
3277,16,177
5719,16,177
787,16,177
1190,16,177
3295,16,177
3297,16,177
3327,16,177
3328,16,177
213,16,177
3800,16,177
3364,16,177
3404,16,177
3408,16,177
6014,16,177
3414,16,177
3419,16,177
3420,16,177
3793,16,177
3462,16,177
3475,16,177
3478,16,177
3524,16,177
6096,16,177
3535,16,177
3538,16,177
3542,16,177
3543,16,177
4176,16,177
6305,16,177
3546,16,177
3548,16,177
5750,16,177
3549,16,177
3550,16,177
3551,16,177
3552,16,177
3553,16,177
5775,16,177
5786,16,177
3556,16,177
3557,16,177
3558,16,177
78,16,177
3575,16,177
3576,16,177
6086,16,177
6090,16,177
123,16,177
3642,16,177
2588,16,177
3657,16,177
3658,16,177
3859,16,177
2099,16,177
3709,16,177
3711,16,177
2115,16,177
3713,16,177
3714,16,177
3716,16,177
2194,16,177
3719,16,177
3738,16,177
2531,16,177
3739,16,177
3740,16,177
3741,16,177
2557,16,177
3824,16,177
3888,16,177
3893,16,177
597,16,177
5616,16,177
3959,16,177
3960,16,177
3968,16,177
3969,16,177
3970,16,177
490,16,177
3992,16,177
3998,16,177
750,16,177
3999,16,177
4000,16,177
823,16,177
4013,16,177
4014,16,177
4081,16,177
4084,16,177
4086,16,177
4572,16,177
4101,16,177
2123,16,177
4107,16,177
4108,16,177
4113,16,177
4122,16,177
2392,16,177
4129,16,177
4130,16,177
4141,16,177
4149,16,177
4150,16,177
4185,16,177
4240,16,177
4251,16,177
4252,16,177
4274,16,177
4285,16,177
5191,16,177
4301,16,177
4305,16,177
4310,16,177
4320,16,177
4327,16,177
5905,16,177
4431,16,177
4750,16,177
6246,16,177
161,16,177
6259,16,177
4434,16,177
1738,16,177
4454,16,177
4463,16,177
4464,16,177
271,16,177
279,16,177
4538,16,177
1887,16,177
4539,16,177
4541,16,177
4544,16,177
4569,16,177
4579,16,177
2204,16,177
4581,16,177
4584,16,177
4586,16,177
4415,16,177
2385,16,177
2420,16,177
2446,16,177
4600,16,177
5202,16,177
2551,16,177
5215,16,177
2719,16,177
4623,16,177
4628,16,177
4645,16,177
4018,16,177
4663,16,177
4665,16,177
2186,16,177
4680,16,177
5298,16,177
4728,16,177
4762,16,177
4769,16,177
636,16,177
4803,16,177
2535,16,177
2569,16,177
4809,16,177
4810,16,177
1153,16,177
1174,16,177
4812,16,177
1332,16,177
1855,16,177
4855,16,177
4864,16,177
4866,16,177
2276,16,177
4877,16,177
4110,16,177
4881,16,177
4882,16,177
4883,16,177
4119,16,177
4892,16,177
2772,16,177
4898,16,177
4899,16,177
4900,16,177
4902,16,177
4123,16,177
4908,16,177
4910,16,177
2954,16,177
4911,16,177
4912,16,177
1260,16,177
4913,16,177
4914,16,177
2974,16,177
2977,16,177
4132,16,177
4922,16,177
3450,16,177
4143,16,177
4929,16,177
4962,16,177
4152,16,177
4964,16,177
4965,16,177
4166,16,177
4169,16,177
4985,16,177
4986,16,177
2985,16,177
5334,16,177
4990,16,177
4991,16,177
4999,16,177
5473,16,177
5001,16,177
5003,16,177
5487,16,177
5491,16,177
5006,16,177
5029,16,177
5045,16,177
5057,16,177
3396,16,177
5073,16,177
5079,16,177
5081,16,177
5082,16,177
1239,16,177
5164,16,177
5171,16,177
5172,16,177
2296,16,177
5177,16,177
5179,16,177
6002,16,177
2494,16,177
2501,16,177
5186,16,177
5187,16,177
2549,16,177
2566,16,177
5193,16,177
5203,16,177
4984,16,177
4276,16,177
5204,16,177
5205,16,177
5206,16,177
5207,16,177
5218,16,177
5269,16,177
5365,16,177
4292,16,177
5413,16,177
9,16,177
5430,16,177
5436,16,177
4216,16,177
5443,16,177
5450,16,177
5474,16,177
5516,16,177
5525,16,177
4329,16,177
5595,16,177
5611,16,177
2260,16,177
